,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,target
163,0.0845,https://api.spotify.com/v1/audio-analysis/4ngz3vlQcFj3aNnTNikoRv,0.656,185934,0.647,4ngz3vlQcFj3aNnTNikoRv,8.73e-05,6,0.315,-7.584,1,0.108,181.884,4,https://api.spotify.com/v1/tracks/4ngz3vlQcFj3aNnTNikoRv,audio_features,spotify:track:3X3TlieuOl8aWzw2HeigUo,0.686,0
164,0.813,https://api.spotify.com/v1/audio-analysis/3X3TlieuOl8aWzw2HeigUo,0.399,235785,0.459,3X3TlieuOl8aWzw2HeigUo,0.0,7,0.11,-6.359,0,0.0938,82.528,4,https://api.spotify.com/v1/tracks/3X3TlieuOl8aWzw2HeigUo,audio_features,spotify:track:4tGGaI4N2KDjmAwXxF1e7P,0.375,0
165,0.00642,https://api.spotify.com/v1/audio-analysis/7z9lRMknTiGUeV2cD7oTy6,0.622,215798,0.501,7z9lRMknTiGUeV2cD7oTy6,0.0,1,0.167,-4.33,1,0.21,202.007,4,https://api.spotify.com/v1/tracks/7z9lRMknTiGUeV2cD7oTy6,audio_features,spotify:track:08HPWLi0YmRUStJzkQ1ffh,0.308,0
166,0.103,https://api.spotify.com/v1/audio-analysis/7GU4sdexteLwpjIZ36QPFL,0.681,257385,0.651,7GU4sdexteLwpjIZ36QPFL,0.0,9,0.103,-5.533,1,0.104,106.045,4,https://api.spotify.com/v1/tracks/7GU4sdexteLwpjIZ36QPFL,audio_features,spotify:track:4lsHZ92XCFOQfzJFBTluk8,0.416,0
167,0.0491,https://api.spotify.com/v1/audio-analysis/6rij5OZoU4FSA2lTbFmRgi,0.6,199897,0.678,6rij5OZoU4FSA2lTbFmRgi,0.0,10,0.138,-5.227,0,0.13,136.858,4,https://api.spotify.com/v1/tracks/6rij5OZoU4FSA2lTbFmRgi,audio_features,spotify:track:2aSM4sbNN7cSmpYOG0sf46,0.494,0
168,0.0148,https://api.spotify.com/v1/audio-analysis/1vAV6VetPyNCZkqeYtvyxj,0.841,197760,0.737,1vAV6VetPyNCZkqeYtvyxj,0.0125,5,0.138,-6.646,0,0.0563,124.991,4,https://api.spotify.com/v1/tracks/1vAV6VetPyNCZkqeYtvyxj,audio_features,spotify:track:7z9lRMknTiGUeV2cD7oTy6,0.278,0
169,0.114,https://api.spotify.com/v1/audio-analysis/2NZJKUPIGfJqLAzONNr4gv,0.698,208095,0.859,2NZJKUPIGfJqLAzONNr4gv,0.208,6,0.228,-5.234,0,0.0605,126.039,4,https://api.spotify.com/v1/tracks/2NZJKUPIGfJqLAzONNr4gv,audio_features,spotify:track:5KD5QVEEH8dJCJ6CT0DaNG,0.518,0
170,0.0301,https://api.spotify.com/v1/audio-analysis/7DWDaBN2DM2vSjDZIwZV1W,0.754,153088,0.9,7DWDaBN2DM2vSjDZIwZV1W,0.00454,1,0.0989,-4.608,0,0.0554,101.935,3,https://api.spotify.com/v1/tracks/7DWDaBN2DM2vSjDZIwZV1W,audio_features,spotify:track:5E1aFH3QO8NHlocnXIPTYo,0.107,0
171,0.405,https://api.spotify.com/v1/audio-analysis/1VUULZekKYUzvYpOxbL56y,0.742,163810,0.847,1VUULZekKYUzvYpOxbL56y,0.0451,8,0.147,-6.112,1,0.0453,125.961,4,https://api.spotify.com/v1/tracks/1VUULZekKYUzvYpOxbL56y,audio_features,spotify:track:4ptJnPKDD6S038BlYss3Tf,0.174,0
172,0.0103,https://api.spotify.com/v1/audio-analysis/1RJeiAIwR9pZBgJA8ndZLL,0.505,204480,0.836,1RJeiAIwR9pZBgJA8ndZLL,0.0771,5,0.295,-7.384,0,0.101,159.669,4,https://api.spotify.com/v1/tracks/1RJeiAIwR9pZBgJA8ndZLL,audio_features,spotify:track:4HDCLYli2SUdkq9OjmvhSD,0.764,0
173,0.00298,https://api.spotify.com/v1/audio-analysis/24NwBd5vZ2CK8VOQVnqdxr,0.38,274133,0.76,24NwBd5vZ2CK8VOQVnqdxr,0.0294,9,0.104,-10.961,1,0.0378,99.437,4,https://api.spotify.com/v1/tracks/24NwBd5vZ2CK8VOQVnqdxr,audio_features,spotify:track:7GU4sdexteLwpjIZ36QPFL,0.491,0
174,0.0169,https://api.spotify.com/v1/audio-analysis/3YBZIN3rekqsKxbJc9FZko,0.273,405640,0.952,3YBZIN3rekqsKxbJc9FZko,0.0111,11,0.142,-8.762,1,0.0843,100.271,4,https://api.spotify.com/v1/tracks/3YBZIN3rekqsKxbJc9FZko,audio_features,spotify:track:2qzUpSVI4NnPyWxbXwumTj,0.472,0
175,0.401,https://api.spotify.com/v1/audio-analysis/47EiUVwUp4C9fGccaPuUCS,0.731,205090,0.573,47EiUVwUp4C9fGccaPuUCS,5.22e-05,4,0.113,-10.059,0,0.0544,109.928,4,https://api.spotify.com/v1/tracks/47EiUVwUp4C9fGccaPuUCS,audio_features,spotify:track:177Gk50xMUz4QMiEXLARFP,0.145,0
176,0.0563,https://api.spotify.com/v1/audio-analysis/6AGOKlMZWLCaEJGnaROtF9,0.399,210463,0.491,6AGOKlMZWLCaEJGnaROtF9,0.00089,6,0.11,-10.778,0,0.0538,91.066,4,https://api.spotify.com/v1/tracks/6AGOKlMZWLCaEJGnaROtF9,audio_features,spotify:track:7wfDCDfhVe2tFxIkQEJp35,0.151,0
177,0.232,https://api.spotify.com/v1/audio-analysis/5psEZhQu6lukjhavJo4AbC,0.719,126521,0.598,5psEZhQu6lukjhavJo4AbC,0.0,9,0.115,-6.254,1,0.077,142.592,4,https://api.spotify.com/v1/tracks/5psEZhQu6lukjhavJo4AbC,audio_features,spotify:track:1Tv6DohXfBPROpBCVWnVCP,0.303,0
178,0.758,https://api.spotify.com/v1/audio-analysis/6HlE9t71z9DjGi7KqSyEpA,0.711,141224,0.592,6HlE9t71z9DjGi7KqSyEpA,0.0,4,0.156,-7.136,0,0.23,124.749,4,https://api.spotify.com/v1/tracks/6HlE9t71z9DjGi7KqSyEpA,audio_features,spotify:track:6rij5OZoU4FSA2lTbFmRgi,0.535,0
179,0.213,https://api.spotify.com/v1/audio-analysis/27OeeYzk6klgBh83TSvGMA,0.662,161385,0.413,27OeeYzk6klgBh83TSvGMA,0.0,0,0.134,-7.357,1,0.0299,93.005,4,https://api.spotify.com/v1/tracks/27OeeYzk6klgBh83TSvGMA,audio_features,spotify:track:6L5eyrIlO6GkRJAdqQEThe,0.467,0
180,0.114,https://api.spotify.com/v1/audio-analysis/0PvFJmanyNQMseIFrU708S,0.823,190476,0.586,0PvFJmanyNQMseIFrU708S,0.0,6,0.193,-6.606,0,0.2,125.971,4,https://api.spotify.com/v1/tracks/0PvFJmanyNQMseIFrU708S,audio_features,spotify:track:530sGWWlefN6YmGtBOPPME,0.347,0
181,0.168,https://api.spotify.com/v1/audio-analysis/4wosxLl0mAqhneDzya2MfY,0.732,166028,0.874,4wosxLl0mAqhneDzya2MfY,1.17e-05,8,0.0489,-3.158,1,0.0662,122.961,4,https://api.spotify.com/v1/tracks/4wosxLl0mAqhneDzya2MfY,audio_features,spotify:track:5WYB4aZkflwjAApBoDCYkz,0.905,0
182,0.0247,https://api.spotify.com/v1/audio-analysis/14ngWWxvUSnIMXgF6rzSk1,0.798,156960,0.828,14ngWWxvUSnIMXgF6rzSk1,2.55e-06,2,0.121,-5.36,1,0.193,124.962,4,https://api.spotify.com/v1/tracks/14ngWWxvUSnIMXgF6rzSk1,audio_features,spotify:track:0b02ZHphmQGm0lRtHyDDTH,0.6,0
183,0.424,https://api.spotify.com/v1/audio-analysis/7aGyRfJWtLqgJaZoG9lJhE,0.738,136839,0.621,7aGyRfJWtLqgJaZoG9lJhE,7.39e-06,0,0.692,-7.313,1,0.0486,113.968,4,https://api.spotify.com/v1/tracks/7aGyRfJWtLqgJaZoG9lJhE,audio_features,spotify:track:1vAV6VetPyNCZkqeYtvyxj,0.715,0
184,0.212,https://api.spotify.com/v1/audio-analysis/7vrJn5hDSXRmdXoR30KgF1,0.863,178947,0.666,7vrJn5hDSXRmdXoR30KgF1,0.000493,1,0.103,-4.158,0,0.152,163.908,4,https://api.spotify.com/v1/tracks/7vrJn5hDSXRmdXoR30KgF1,audio_features,spotify:track:5ovAmYzYLeEmOX6P3bmlzV,0.838,0
185,0.537,https://api.spotify.com/v1/audio-analysis/4R2kfaDFhslZEMJqAFNpdd,0.613,239560,0.581,4R2kfaDFhslZEMJqAFNpdd,0.000345,0,0.25,-8.588,0,0.0424,130.033,4,https://api.spotify.com/v1/tracks/4R2kfaDFhslZEMJqAFNpdd,audio_features,spotify:track:0jcDf2K7yJsRAfa7XQmkIt,0.551,0
186,0.902,https://api.spotify.com/v1/audio-analysis/3ZCTVFBt2Brf31RLEnCkWJ,0.704,245426,0.225,3ZCTVFBt2Brf31RLEnCkWJ,0.657,6,0.106,-14.454,0,0.0994,120.006,4,https://api.spotify.com/v1/tracks/3ZCTVFBt2Brf31RLEnCkWJ,audio_features,spotify:track:42k4Jpfrcd7FO1x9Gf4HkP,0.243,0
187,0.325,https://api.spotify.com/v1/audio-analysis/3bH4HzoZZFq8UpZmI2AMgV,0.828,216015,0.689,3bH4HzoZZFq8UpZmI2AMgV,0.0384,7,0.0808,-7.878,1,0.0326,123.931,4,https://api.spotify.com/v1/tracks/3bH4HzoZZFq8UpZmI2AMgV,audio_features,spotify:track:6HjdL6nsBMykh2ehTv1kbb,0.853,0
188,0.0828,https://api.spotify.com/v1/audio-analysis/7njKgVl3AnLflRad38o7AG,0.844,169038,0.644,7njKgVl3AnLflRad38o7AG,0.0,11,0.113,-6.273,0,0.0479,122.061,4,https://api.spotify.com/v1/tracks/7njKgVl3AnLflRad38o7AG,audio_features,spotify:track:2NZJKUPIGfJqLAzONNr4gv,0.591,0
189,0.00776,https://api.spotify.com/v1/audio-analysis/3Z8FwOEN59mRMxDCtb8N0A,0.63,172762,0.633,3Z8FwOEN59mRMxDCtb8N0A,0.0,4,0.0541,-7.088,1,0.0457,93.995,4,https://api.spotify.com/v1/tracks/3Z8FwOEN59mRMxDCtb8N0A,audio_features,spotify:track:0GTPmh5G40joBg93vcSQNq,0.452,0
190,0.176,https://api.spotify.com/v1/audio-analysis/7COXchtUOMd6uIT6HvmRaI,0.599,162583,0.733,7COXchtUOMd6uIT6HvmRaI,0.0,11,0.242,-7.058,1,0.203,102.211,4,https://api.spotify.com/v1/tracks/7COXchtUOMd6uIT6HvmRaI,audio_features,spotify:track:6Htqsoq5u7Z4a8hqWfMRXY,0.534,0
191,0.051,https://api.spotify.com/v1/audio-analysis/6TqXcAFInzjp0bODyvrWEq,0.901,197573,0.4,6TqXcAFInzjp0bODyvrWEq,0.0,0,0.0599,-8.575,1,0.126,135.984,4,https://api.spotify.com/v1/tracks/6TqXcAFInzjp0bODyvrWEq,audio_features,spotify:track:7gMHLqcoQLeAaLNpOKlt05,0.346,0
192,0.695,https://api.spotify.com/v1/audio-analysis/5uCax9HTNlzGybIStD3vDh,0.358,211467,0.557,5uCax9HTNlzGybIStD3vDh,0.0,10,0.0902,-7.398,1,0.059,85.043,4,https://api.spotify.com/v1/tracks/5uCax9HTNlzGybIStD3vDh,audio_features,spotify:track:6i7zAdNhzUN2k1HcrBxPHG,0.494,0
193,0.305,https://api.spotify.com/v1/audio-analysis/4nK5YrxbMGZstTLbvj6Gxw,0.863,223480,0.631,4nK5YrxbMGZstTLbvj6Gxw,3.04e-05,7,0.123,-4.689,1,0.0534,128.977,4,https://api.spotify.com/v1/tracks/4nK5YrxbMGZstTLbvj6Gxw,audio_features,spotify:track:7DWDaBN2DM2vSjDZIwZV1W,0.817,0
194,0.00285,https://api.spotify.com/v1/audio-analysis/7szuecWAPwGoV1e5vGu8tl,0.667,237520,0.719,7szuecWAPwGoV1e5vGu8tl,8.1e-05,7,0.0736,-5.371,0,0.0346,100.021,4,https://api.spotify.com/v1/tracks/7szuecWAPwGoV1e5vGu8tl,audio_features,spotify:track:0cWDechbo7Tmf6nk0QRLhI,0.717,0
195,0.112,https://api.spotify.com/v1/audio-analysis/5QlWzeA7AVTcpVcZudwtI7,0.793,151353,0.585,5QlWzeA7AVTcpVcZudwtI7,0.0,11,0.127,-4.316,1,0.324,100.12,4,https://api.spotify.com/v1/tracks/5QlWzeA7AVTcpVcZudwtI7,audio_features,spotify:track:0lQ2obtzmAsJu9xk3D6FqH,0.363,0
196,0.332,https://api.spotify.com/v1/audio-analysis/136cNclvh1Gm1WSK34PyBz,0.691,222680,0.578,136cNclvh1Gm1WSK34PyBz,0.0,7,0.0857,-5.431,0,0.358,193.798,4,https://api.spotify.com/v1/tracks/136cNclvh1Gm1WSK34PyBz,audio_features,spotify:track:1w8DxFHDDInmn5TovLKKrW,0.567,0
197,0.11,https://api.spotify.com/v1/audio-analysis/5SSYzmp4B9GnT3xYswsUh7,0.619,170000,0.678,5SSYzmp4B9GnT3xYswsUh7,0.0,10,0.0771,-4.539,1,0.404,107.62,3,https://api.spotify.com/v1/tracks/5SSYzmp4B9GnT3xYswsUh7,audio_features,spotify:track:2mkhxxpsp5SGBjei7LaGwi,0.598,0
198,0.409,https://api.spotify.com/v1/audio-analysis/0EKcJ70nUR0epdgrYtXjIN,0.806,132008,0.511,0EKcJ70nUR0epdgrYtXjIN,0.0312,1,0.0934,-9.447,1,0.329,79.973,4,https://api.spotify.com/v1/tracks/0EKcJ70nUR0epdgrYtXjIN,audio_features,spotify:track:1VUULZekKYUzvYpOxbL56y,0.375,0
199,0.131,https://api.spotify.com/v1/audio-analysis/6OcKfzkVXrSemuTbZFWFCb,0.733,221007,0.439,6OcKfzkVXrSemuTbZFWFCb,0.0,6,0.0784,-12.281,0,0.0697,139.074,4,https://api.spotify.com/v1/tracks/6OcKfzkVXrSemuTbZFWFCb,audio_features,spotify:track:5LOJdJPzuevskkoAtLj8hb,0.628,0
200,0.375,https://api.spotify.com/v1/audio-analysis/7oN7mBg1r39crVwTK5PrWt,0.68,203969,0.842,7oN7mBg1r39crVwTK5PrWt,0.0,10,0.105,-6.391,0,0.449,170.014,4,https://api.spotify.com/v1/tracks/7oN7mBg1r39crVwTK5PrWt,audio_features,spotify:track:0hCB0YR03f6AmQaHbwWDe8,0.747,0
201,0.354,https://api.spotify.com/v1/audio-analysis/3ab4ZdIP9iklHVvzhxdwcD,0.816,147238,0.646,3ab4ZdIP9iklHVvzhxdwcD,0.000584,11,0.101,-7.988,1,0.38,160.025,4,https://api.spotify.com/v1/tracks/3ab4ZdIP9iklHVvzhxdwcD,audio_features,spotify:track:2aoo2jlRnM3A0NyLQqMN2f,0.538,0
202,0.0678,https://api.spotify.com/v1/audio-analysis/3lIvm65ESTYtJ66VmIyJem,0.446,170400,0.616,3lIvm65ESTYtJ66VmIyJem,0.0,11,0.097,-10.036,1,0.122,83.163,4,https://api.spotify.com/v1/tracks/3lIvm65ESTYtJ66VmIyJem,audio_features,spotify:track:08mG3Y1vljYA6bvDt4Wqkj,0.596,0
203,0.288,https://api.spotify.com/v1/audio-analysis/5RmUd1skWw9kMFlxPgfcYW,0.806,160812,0.665,5RmUd1skWw9kMFlxPgfcYW,0.0,6,0.0748,-7.464,0,0.132,98.426,4,https://api.spotify.com/v1/tracks/5RmUd1skWw9kMFlxPgfcYW,audio_features,spotify:track:1RJeiAIwR9pZBgJA8ndZLL,0.502,0
204,0.291,https://api.spotify.com/v1/audio-analysis/2JLVZYEMmqPWbUoAJAMKfm,0.729,232096,0.414,2JLVZYEMmqPWbUoAJAMKfm,0.0,7,0.0793,-6.138,0,0.0565,85.729,3,https://api.spotify.com/v1/tracks/2JLVZYEMmqPWbUoAJAMKfm,audio_features,spotify:track:66lOpKgTyFjOrac4S1s94g,0.565,0
205,0.733,https://api.spotify.com/v1/audio-analysis/1pZwFpiLKrSfNtXs6WQLlf,0.618,223800,0.416,1pZwFpiLKrSfNtXs6WQLlf,0.0,1,0.106,-9.077,1,0.0772,137.851,4,https://api.spotify.com/v1/tracks/1pZwFpiLKrSfNtXs6WQLlf,audio_features,spotify:track:2EqlS6tkEnglzr7tkKAAYD,0.404,0
206,0.848,https://api.spotify.com/v1/audio-analysis/3HY9qrtAKtobL2nCQ535h0,0.494,180346,0.425,3HY9qrtAKtobL2nCQ535h0,5.12e-05,0,0.0895,-5.317,0,0.0746,66.602,3,https://api.spotify.com/v1/tracks/3HY9qrtAKtobL2nCQ535h0,audio_features,spotify:track:39shmbIHICJ2Wxnk1fPSdz,0.275,0
207,0.31,https://api.spotify.com/v1/audio-analysis/4tGGaI4N2KDjmAwXxF1e7P,0.52,192824,0.719,4tGGaI4N2KDjmAwXxF1e7P,0.0,0,0.0882,-4.866,1,0.383,173.19,4,https://api.spotify.com/v1/tracks/4tGGaI4N2KDjmAwXxF1e7P,audio_features,spotify:track:2KmEgiY8fQs0G6WNxtzQKr,0.663,0
208,0.357,https://api.spotify.com/v1/audio-analysis/5KD5QVEEH8dJCJ6CT0DaNG,0.807,212973,0.486,5KD5QVEEH8dJCJ6CT0DaNG,3.27e-06,0,0.111,-8.462,1,0.204,80.976,4,https://api.spotify.com/v1/tracks/5KD5QVEEH8dJCJ6CT0DaNG,audio_features,spotify:track:24NwBd5vZ2CK8VOQVnqdxr,0.389,0
209,0.00337,https://api.spotify.com/v1/audio-analysis/2qzUpSVI4NnPyWxbXwumTj,0.824,281273,0.555,2qzUpSVI4NnPyWxbXwumTj,6.42e-06,1,0.217,-5.817,1,0.05,120.002,4,https://api.spotify.com/v1/tracks/2qzUpSVI4NnPyWxbXwumTj,audio_features,spotify:track:57JVGBtBLCfHw2muk5416J,0.0611,0
210,0.233,https://api.spotify.com/v1/audio-analysis/6L5eyrIlO6GkRJAdqQEThe,0.54,153304,0.892,6L5eyrIlO6GkRJAdqQEThe,9.35e-05,11,0.195,-4.985,1,0.11,106.594,3,https://api.spotify.com/v1/tracks/6L5eyrIlO6GkRJAdqQEThe,audio_features,spotify:track:5uvosCdMlFdTXhoazkTI5R,0.152,0
211,0.0904,https://api.spotify.com/v1/audio-analysis/5ovAmYzYLeEmOX6P3bmlzV,0.61,204103,0.896,5ovAmYzYLeEmOX6P3bmlzV,0.000157,9,0.0943,-4.471,0,0.0384,128.056,4,https://api.spotify.com/v1/tracks/5ovAmYzYLeEmOX6P3bmlzV,audio_features,spotify:track:70YvYr2hGlS01bKRIho1HM,0.0723,0
212,0.00829,https://api.spotify.com/v1/audio-analysis/0GTPmh5G40joBg93vcSQNq,0.698,186700,0.719,0GTPmh5G40joBg93vcSQNq,4.01e-06,0,0.326,-4.923,0,0.0455,120.062,4,https://api.spotify.com/v1/tracks/0GTPmh5G40joBg93vcSQNq,audio_features,spotify:track:7MRyJPksH3G2cXHN8UKYzP,0.364,0
213,0.059,https://api.spotify.com/v1/audio-analysis/0cWDechbo7Tmf6nk0QRLhI,0.782,144625,0.732,0cWDechbo7Tmf6nk0QRLhI,2.33e-05,11,0.163,-5.544,0,0.124,119.969,4,https://api.spotify.com/v1/tracks/0cWDechbo7Tmf6nk0QRLhI,audio_features,spotify:track:3YBZIN3rekqsKxbJc9FZko,0.668,0
214,0.0607,https://api.spotify.com/v1/audio-analysis/5LOJdJPzuevskkoAtLj8hb,0.667,168726,0.823,5LOJdJPzuevskkoAtLj8hb,0.0,7,0.0771,-3.797,1,0.0673,127.903,4,https://api.spotify.com/v1/tracks/5LOJdJPzuevskkoAtLj8hb,audio_features,spotify:track:61Q9oJNd9hJQFhSDh6Qlap,0.35,0
215,0.00101,https://api.spotify.com/v1/audio-analysis/66lOpKgTyFjOrac4S1s94g,0.676,269360,0.92,66lOpKgTyFjOrac4S1s94g,8.65e-06,9,0.248,-7.96,1,0.0435,126.341,4,https://api.spotify.com/v1/tracks/66lOpKgTyFjOrac4S1s94g,audio_features,spotify:track:3AhXZa8sUQht0UEdBJgpGc,0.624,0
216,0.112,https://api.spotify.com/v1/audio-analysis/57JVGBtBLCfHw2muk5416J,0.933,214653,0.528,57JVGBtBLCfHw2muk5416J,0.329,5,0.163,-6.472,0,0.162,109.975,4,https://api.spotify.com/v1/tracks/57JVGBtBLCfHw2muk5416J,audio_features,spotify:track:2K2M0TcglCRLLpFOzKeFZA,0.756,0
217,0.000825,https://api.spotify.com/v1/audio-analysis/61Q9oJNd9hJQFhSDh6Qlap,0.315,269720,0.534,61Q9oJNd9hJQFhSDh6Qlap,0.108,9,0.101,-7.552,0,0.031,116.891,3,https://api.spotify.com/v1/tracks/61Q9oJNd9hJQFhSDh6Qlap,audio_features,spotify:track:4CJVkjo5WpmUAKp3R44LNb,0.283,0
